content_id,dandiset_id,asset_path,groups,datasets,cophenetic_index,mean_out_degree,max_out_degree,variance_out_degree,n_internal_nodes,size_bytes,number_of_requests,number_of_downloads,requests_censored
00c2cc03-79a9-49fe-b0c0-229f6a52c39e,000773,sub-ant1-m1-d20-y2023/sub-ant1-m1-d20-y2023_ses-m1-d20-y2023-ant1-1x-paraffin-oil-40-t122-z50um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,620.0,160.0,0
00c49d88-ac72-4a7b-9806-67f596410cf5,001634,sub-Frodo/sub-Frodo_ses-5_obj-skp253_ecephys.nwb,252,78,23436,3.139130434782609,36,25.389338374291118,115,887640,80.0,25.0,1
00d33c92-18ee-476a-b51c-99eecfc3db33,001169,sub-M038/sub-M038_ses-RWTautowait2-20211022-141622.nwb,32,116,2974,5.444444444444445,31,46.46913580246915,27,1415763,80.0,25.0,1
00d54796-39cd-4f73-a51e-93f3fd74f8aa,001526,sub-CHO-20250506-c1/sub-CHO-20250506-c1_ses-session-2025-05-06_obj-1p6kd4r_image.nwb,17,38,431,4.153846153846154,13,13.668639053254442,13,34637932,80.0,25.0,1
00da1128-d1ef-4d2e-8986-ebd9984e6533,000467,sub-ant3-m4-d21-y2022/sub-ant3-m4-d21-y2022_ses-m4-d21-y2022-ant3-0-48x-4-methyl-3-heptanol-40-t149-z35um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,680.0,160.0,0
00db434a-0e94-4c79-9637-99499fc388ea,000467,sub-ant2-m4-d20-y2022/sub-ant2-m4-d20-y2022_ses-m4-d20-y2022-ant2-1x-isopropanol-40-t128-z160um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,680.0,180.0,0
00ee6218-496b-44e2-85b8-e050c59a74d2,000570,sub-907501068/sub-907501068_ses-912063850_icephys.nwb,168,667,92969,5.751515151515152,57,52.84128558310377,165,25088223,26580.0,380.0,0
01065a42-572a-4bb7-b15c-70de91b038a9,001169,sub-G046/sub-G046_ses-RWTautowait2-20211109-133710.nwb,32,117,3004,5.481481481481482,31,46.397805212620035,27,892158,80.0,25.0,1
0107f200-3335-4458-9854-934806cd00e9,000773,sub-ant5-m1-d11-y2023/sub-ant5-m1-d11-y2023_ses-m1-d11-y2023-ant5-0-03x-propionic-acid-40-t227-z90um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,640.0,160.0,0
011b1b66-c8bf-4dd7-93d8-1b65d09a08a1,000773,sub-ant2-m1-d20-y2023/sub-ant2-m1-d20-y2023_ses-m1-d20-y2023-ant2-0-48x-4-methyl-3-heptanone-40-t150-z65um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,600.0,160.0,0
011c83b6-eb5b-433a-a488-d1bf7dcdee30,001550,sub-P120/sub-P120_ses-TaskSwitch4-180423a.nwb,35,112,2625,4.709677419354839,38,47.36732570239335,31,1574505,120.0,25.0,1
0123f79e-501a-4d70-9e9a-1b260eb0aa21,001552,sub-JF-dLight-ramp2-M3/sub-JF-dLight-ramp2-M3_ses-Day5.nwb,24,49,497,3.4285714285714284,13,9.863945578231291,21,1587864,80.0,25.0,1
01265702-bfa0-45f0-849c-11945a4205b8,000467,sub-ant3-m4-d26-y2022/sub-ant3-m4-d26-y2022_ses-m4-d26-y2022-ant3-0-03x-4-methyl-3-heptanol-40-t204-z25um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,680.0,180.0,0
012b4e69-d846-4623-932f-bef239c2a9bc,000336,sub-634402/sub-634402_ses-1202394917-acq-1202533447-raw-movies_ophys.nwb,66,257,14455,5.483333333333333,30,42.11638888888887,60,23263683157,960.0,25.0,1
0131750d-2670-4250-9f8b-3e4b2b72185c,000971,sub-346-394/sub-346-394_ses-FP-DPR-2020-06-26T13-41-50.nwb,22,48,629,3.8333333333333335,13,16.02777777777777,18,216776,80.0,60.0,0
01406d97-ad91-428c-9eeb-2db19e614877,000020,sub-718922958/sub-718922958_ses-720313387_icephys.nwb,242,979,221908,5.853556485355648,89,74.82792668195583,239,51704505,43120.0,400.0,0
01476305-1b50-402b-b57c-0c38fc198f51,000246,sub-PHP-CaMPARI1-M5/sub-PHP-CaMPARI1-M5_obj-1l8c9py_ophys.nwb,31,41,560,3.8421052631578947,13,14.027700831024932,19,8564888,25.0,25.0,1
014b3430-7ca0-4456-99df-d23a9b9adaec,001550,sub-P013/sub-P013_ses-TaskSwitch4-160918a.nwb,33,110,2570,4.896551724137931,38,49.74791914387635,29,1915035,60.0,25.0,1
0163928a-e972-4ca1-85f1-288a59074340,001169,sub-S062/sub-S062_ses-RWTautowait2-20230721-094355.nwb,32,118,3087,5.518518518518518,32,48.32373113854595,27,1237165,80.0,25.0,1
0164374f-8b8b-4205-8db8-4a14757655db,000467,sub-ant3-m2-d10-y2023/sub-ant3-m2-d10-y2023_ses-m2-d10-y2023-ant3-0-48x-4-methyl-3-hexanol-40-t125-z120um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,680.0,180.0,0
01711638-d44c-47e9-98fa-6fd8a5d3484e,000773,sub-ant3-m1-d17-y2023/sub-ant3-m1-d17-y2023_ses-m1-d17-y2023-ant3-0-03x-4-methyl-3-heptanone-40-t204-z90um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,620.0,160.0,0
0176551e-f421-464c-891f-468ee82d63ee,001169,sub-J071/sub-J071_ses-RWTautowait2-20230516-125319.nwb,32,118,3087,5.518518518518518,32,48.32373113854595,27,1567552,80.0,25.0,1
01812b26-8ae4-45f9-ae4b-7a4a4c16f7ce,000773,sub-ant6-m1-d10-y2023/sub-ant6-m1-d10-y2023_ses-m1-d10-y2023-ant6-0-48x-4-methyl-3-heptanone-40-t198-z85um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,640.0,180.0,0
01882761-9aec-4f41-92e5-5c81c5310c75,001201,sub-Monkey-N/sub-Monkey-N_ses-20220601_ecephys.nwb,31,71,972,4.16,13,14.454399999999998,25,40417202,480.0,200.0,0
018fb98e-152e-4af2-876c-0b435f048258,001611,sub-25273/sub-25273_ses-20250428T202916_ecephys.nwb,25,52,649,4.105263157894737,13,13.988919667590027,19,17298128,80.0,25.0,1
01914af3-3e47-4eb9-a959-d644710f7286,000467,sub-ant1-m4-d21-y2022/sub-ant1-m4-d21-y2022_ses-m4-d21-y2022-ant1-0-12x-4-methyl-3-hexanol-40-t136-z125um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,700.0,180.0,0
0191a482-f572-4a5a-a711-016cd79e96cb,001550,sub-P127/sub-P127_ses-TaskSwitch4-171016a.nwb,35,112,2625,4.709677419354839,38,47.36732570239335,31,1240159,100.0,25.0,1
01aaf4c5-34d3-45e5-acc9-c29bc7951704,001169,sub-L001/sub-L001_ses-RWTautowait2-20220812-100953.nwb,32,117,3004,5.481481481481482,31,46.397805212620035,27,834095,60.0,25.0,1
01ac3a16-b372-47fb-945d-09543225e0e7,001550,sub-P135/sub-P135_ses-TaskSwitch4-190125a.nwb,35,112,2625,4.709677419354839,38,47.36732570239335,31,1469904,100.0,25.0,1
01ba9a69-fc3b-4a13-8cf9-fde0aba3ef2c,001518,sub-CHO-20250124-c5/sub-CHO-20250124-c5_obj-8v87oa_image.nwb,17,38,431,4.153846153846154,13,13.668639053254442,13,36729431,100.0,25.0,1
01be77d3-0d23-49c2-ab85-80a64751377e,000988,sub-132609Plate2-Cell2/sub-132609Plate2-Cell2_ses-20240920T132609_image.nwb,30,41,457,3.888888888888889,13,13.87654320987654,18,472241520,300.0,25.0,1
01ca36f9-1d6a-4853-bebf-66f9f516f001,001550,sub-P187/sub-P187_ses-TaskSwitch6-191216a.nwb,33,110,2570,4.896551724137931,38,49.74791914387635,29,1228430,60.0,25.0,1
01cb457f-530a-4eff-8500-5f19f2e4afba,001550,sub-P072/sub-P072_ses-TaskSwitch4-171003a.nwb,35,114,2779,4.774193548387097,40,51.78772112382935,31,627005,60.0,25.0,1
01d48a24-a104-4f46-9805-68dea5f9157c,000008,sub-mouse-LZMHR/sub-mouse-LZMHR_ses-20191010-sample-3_slice-20191010-slice-3_cell-20191010-sample-3_icephys.nwb,181,538,87573,4.96045197740113,80,65.58600657537744,177,9235446,15160.0,460.0,0
01e96c4e-d25e-4bd0-9d95-f9de9d582764,000020,sub-668456813/sub-668456813_ses-669825272_icephys.nwb,203,827,156455,5.9,75,65.08999999999997,200,48953919,39900.0,440.0,0
01f38a8b-f84d-4b86-a803-ac59ec7df034,000773,sub-ant3-m2-d24-y2023/sub-ant3-m2-d24-y2023_ses-m2-d24-y2023-ant3-0-48x-propionic-acid-40-t185-z40um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,600.0,160.0,0
02074333-4162-4c2c-9e4d-ebebd4c4562c,000971,sub-414-405/sub-414-405_ses-Opto-DLS-Excitatory-ChR2-2020-09-02T12-55-08_ogen.nwb,30,56,729,3.3461538461538463,14,13.84171597633136,26,245538,80.0,60.0,0
020a306c-c95a-4f2f-a455-e9e99bc1dd7f,001550,sub-P187/sub-P187_ses-TaskSwitch6-200805a.nwb,33,110,2570,4.896551724137931,38,49.74791914387635,29,829559,25.0,25.0,1
020fff3e-fa5a-4cad-8873-80c57c7879a7,001841,sub-subject-ID-ST578/sub-subject-ID-ST578_ses-20210602T121758_icephys.nwb,509,1492,783058,4.918811881188119,240,220.1696461131262,505,14331448,320.0,25.0,1
0210e42f-7f5b-49a7-b82a-e3a02a6a0584,001181,sub-m1616/sub-m1616_ses-20220715T155120Z_photometry.nwb,18,54,762,5.461538461538462,19,29.940828402366858,13,218464,40.0,25.0,1
022a2e57-152b-4d1e-8ed2-ab19660a7ed8,000020,sub-639391289/sub-639391289_ses-640111829_icephys.nwb,112,424,32618,5.504587155963303,36,30.24997895800016,109,14527535,21900.0,480.0,0
022e38f8-ef79-4260-9710-7cb9e34cc2f0,000711,sub-451787/sub-451787_ses-20190614T130818_obj-171xu6y_image+ophys.nwb,78,229,9548,4.342465753424658,24,25.896415837868265,73,447739351,560.0,25.0,1
023825ff-a546-4909-b589-fde1e6dcbfe7,001169,sub-G047/sub-G047_ses-RWTautowait2-20210812-153630.nwb,32,117,3004,5.481481481481482,31,46.397805212620035,27,1158755,80.0,25.0,1
0239f415-f497-4e75-8f52-87a6f6219470,001169,sub-M025/sub-M025_ses-RWTautowait2-20200811-133056.nwb,32,116,2923,5.444444444444445,30,44.54320987654322,27,1397050,80.0,25.0,1
025c13c1-96df-47dd-913a-3149613afea7,001777,sub-6808/sub-6808_ses-20220531T181728_icephys.nwb,120,339,47115,4.860869565217391,100,81.12846880907372,115,48495544,540.0,25.0,1
02627a1c-e515-474c-96f3-c0f2e2d8fa0b,000711,sub-546605/sub-546605_ses-20201202T092834_image.nwb,50,156,5473,4.478260869565218,24,34.72778827977316,46,196051775,280.0,25.0,1
026f486d-f4c8-4290-8162-59734a236870,001607,sub-Frodo/sub-Frodo_ses-3_obj-1sl4jmk_ecephys.nwb,254,77,23866,3.1478260869565218,38,26.473799621928162,115,728808,80.0,25.0,1
0290c134-4f78-4fff-a971-344ff1e53804,000336,sub-647715/sub-647715_ses-1243073822-acq-1243181414_ophys.nwb,68,391,46939,7.349206349206349,30,55.052658100277164,63,89951579,1320.0,25.0,1
02a9f4ee-e09d-46bb-bf6b-fc8acf150f9e,001550,sub-P135/sub-P135_ses-TaskSwitch4-181211a.nwb,35,112,2625,4.709677419354839,38,47.36732570239335,31,1808943,100.0,25.0,1
02b1e084-3b62-4fd7-a573-2c3a026b903e,000467,sub-ant2-m4-d26-y2022/sub-ant2-m4-d26-y2022_ses-m4-d26-y2022-ant2-0-03x-4-methyl-3-heptanone-40-t173-z30um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,680.0,180.0,0
02bc91a7-d200-45e6-86f9-024bac45fd10,000246,sub-phpV15-blind-02/sub-phpV15-blind-02_obj-12u71yw_ophys.nwb,33,46,581,3.5217391304347827,13,12.162570888468805,23,12760208,60.0,25.0,1
02c1320d-d9a9-4f6f-b0c0-a89a5bd77b13,001550,sub-P059/sub-P059_ses-TaskSwitch4-170926a.nwb,35,112,2625,4.709677419354839,38,47.36732570239335,31,2317141,80.0,25.0,1
02ca8fad-91a5-4d06-aa15-a1b64852c838,000020,sub-746220153/sub-746220153_ses-750783419_icephys.nwb,130,522,52133,5.7952755905511815,42,37.910843821687635,127,20794991,25040.0,380.0,0
02d96d32-7ff1-4415-844a-01c27d13dbea,000336,sub-644972/sub-644972_ses-1238698227-acq-1238864974_ophys.nwb,68,391,46939,7.349206349206349,30,55.052658100277164,63,89914127,1080.0,25.0,1
02dd8640-eed4-4641-a961-5e6141e39432,001634,sub-Bilbo/sub-Bilbo_ses-5_obj-n07ddr_ecephys.nwb,253,70,23224,3.0517241379310347,36,24.342152199762193,116,29761568,80.0,25.0,1
03287402-6187-4887-a381-8b3d788050be,000773,sub-ant1-m4-d6-y2023/sub-ant1-m4-d6-y2023_ses-m4-d6-y2023-ant1-1x-paraffin-oil-40-t124-z150um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,600.0,160.0,0
03303da8-734b-4ce0-a799-f3a6b7eb8ce1,001550,sub-P187/sub-P187_ses-TaskSwitch6-191201a.nwb,33,110,2570,4.896551724137931,38,49.74791914387635,29,1159132,80.0,25.0,1
034a242c-f409-4c32-bdf3-32508e4c9cf3,000467,sub-ant1-m4-d27-y2022/sub-ant1-m4-d27-y2022_ses-m4-d27-y2022-ant1-0-12x-4-methyl-3-heptanone-40-t140-z70um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,500.0,120.0,0
03672efd-c333-461e-9dc1-52ca310ee299,000773,sub-ant3-m2-d24-y2023/sub-ant3-m2-d24-y2023_ses-m2-d24-y2023-ant3-0-48x-ethylpyrazine-40-t182-z150um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,600.0,160.0,0
037101e0-f36c-4af7-b58a-eb1517b2223e,001169,sub-G012/sub-G012_ses-RWTautowait2-20200701-102345.nwb,32,116,2923,5.444444444444445,30,44.54320987654322,27,770462,25.0,25.0,1
0371593f-582e-4cb8-95fa-d48a742ae445,001550,sub-P159/sub-P159_ses-TaskSwitch4-190724a.nwb,35,112,2625,4.709677419354839,38,47.36732570239335,31,991884,60.0,25.0,1
037195e3-3775-4b56-8240-6cf6ef00d2e5,000773,sub-ant2-m2-d24-y2023/sub-ant2-m2-d24-y2023_ses-m2-d24-y2023-ant2-0-48x-isopropanol-40-t161-z50um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,600.0,160.0,0
037dd31d-8f42-40ac-816f-86843706ab8e,000713,sub-563497/sub-563497_ses-20210510T110224_image.nwb,48,114,2391,3.6818181818181817,23,23.762396694214885,44,188089627,320.0,25.0,1
03825d3d-15dd-44b9-a202-f20c6ec5b2bf,001550,sub-P189/sub-P189_ses-TaskSwitch6-201214a.nwb,33,110,2570,4.896551724137931,38,49.74791914387635,29,1375741,80.0,25.0,1
03837a74-e74b-4d75-8669-895452dbfbd6,001461,sub-740066/sub-740066_ses-multiplane-ophys-740066-2024-10-16-11-51-06_ophys.nwb,590,5681,14507294,11.04561403508772,448,348.45405971068027,570,1362865216,2040.0,25.0,1
03863f0b-00ab-4352-bd1a-128ab1aad288,000246,sub-C2-04-03/sub-C2-04-03_obj-1e2iiai_ophys.nwb,33,46,581,3.5217391304347827,13,12.162570888468805,23,12760176,60.0,25.0,1
0388bf1e-bcec-4dfc-a696-92d7141c1913,001708,sub-rat-32/sub-rat-32_ses-1.nwb,19,51,511,4.3125,13,15.21484375,16,333424,220.0,80.0,0
039752ba-2ab9-4ea7-beda-c2962b6115c3,000467,sub-ant2-m10-d11-y2022/sub-ant2-m10-d11-y2022_ses-m10-d11-y2022-ant2-0-48x-ethylpyrazine-40-t149-z10um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,700.0,180.0,0
03a5475c-4e01-4b68-ab27-2599f8d94dfc,000773,sub-ant1-m1-d20-y2023/sub-ant1-m1-d20-y2023_ses-m1-d20-y2023-ant1-0-48x-isopropanol-40-t135-z35um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,620.0,160.0,0
03a89c24-3aa0-4dfe-aa42-030c450f7223,000008,sub-mouse-OYWEJ/sub-mouse-OYWEJ_ses-20190628-sample-3_slice-20190628-slice-3_cell-20190628-sample-3_icephys.nwb,181,538,87573,4.96045197740113,80,65.58600657537744,177,9514200,16200.0,440.0,0
03b2ebd9-4df3-46c9-87be-d7737d93aca5,001640,sub-Adalberto/Adalberto2021-10-08_21-09-44.nwb,22,38,452,3.5294117647058822,13,11.307958477508649,17,2450688912,860.0,25.0,1
03b4298c-9dbe-4196-89c0-158bcfcb5dc2,000467,sub-ant1-m4-d26-y2022/sub-ant1-m4-d26-y2022_ses-m4-d26-y2022-ant1-0-48x-4-methyl-3-heptanol-40-t140-z50um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,660.0,160.0,0
03b762f3-e97c-46a1-a5ea-21707c379dae,001550,sub-P049/sub-P049_ses-TaskSwitch4-171008a.nwb,35,112,2625,4.709677419354839,38,47.36732570239335,31,1283099,25.0,25.0,1
03ba189f-f95c-4a99-8bda-298c893a81fd,001063,sub-6963762826763198233/sub-6963762826763198233_ses-20221101T171440.nwb,18,21,164,6.333333333333333,13,21.555555555555557,6,693856,100.0,80.0,0
03bc4b8a-4c7e-4c96-9dde-5d4ca1a808d0,001634,sub-Frodo/sub-Frodo_ses-5_obj-1ijm5hs_ecephys.nwb,252,72,23379,3.0869565217391304,36,24.670699432892246,115,716392,25.0,25.0,1
03bc606e-19b4-4659-afaf-d51b88eea0a0,001847,sub-PB177/sub-PB177_ses-PB177-20240605-093731_behavior.nwb,30,114,2920,5.5,36,55.78846153846154,26,583616,25.0,25.0,1
03c5424b-b4c7-4ebe-9926-98909e35f04b,001032,sub-14-1/sub-14-1_ses-2kHz-sine-stimulation-2-5V_image.nwb,17,38,431,4.153846153846154,13,13.668639053254442,13,693262,100.0,60.0,0
03ceb78c-2c9f-432a-b343-c81db53dfd6d,000773,sub-ant1-m1-d20-y2023/sub-ant1-m1-d20-y2023_ses-m1-d20-y2023-ant1-0-48x-3-hexanone-40-t138-z80um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,620.0,160.0,0
03ceb836-0126-4ef3-b1ab-7046156497bc,000165,sub-Riker/sub-Riker_ses-Riker08-HomeCage_behavior+ecephys.nwb,34,59,1006,4.0,14,20.0,24,248983080,1820.0,60.0,0
03d541e3-d3ad-4d5e-89f4-46e071185396,001634,sub-Frodo/sub-Frodo_ses-5_obj-ii9xi7_ecephys.nwb,251,65,23358,3.043859649122807,36,24.585795629424442,114,628000,80.0,25.0,1
03de4eab-e68f-4da6-bc76-5df98d7c70b7,001550,sub-P059/sub-P059_ses-TaskSwitch4-171204a.nwb,35,114,2779,4.774193548387097,40,51.78772112382935,31,652413,80.0,25.0,1
03e5527f-5988-422d-84f9-079f65976230,001339,sub-240910-Fish79-GCaMP-vglut-TG-5dpf-FlowExperiment-warner-temp-stim-Z-3-0/sub-240910-Fish79-GCaMP-vglut-TG-5dpf-FlowExperiment-warner-temp-stim-Z-3-0_ses-20250204T175453_ophys.nwb,34,56,809,3.064516129032258,13,8.4474505723205,31,53760108,180.0,25.0,1
03fa6596-8ad7-4003-b9a4-e13943fd796c,000008,sub-mouse-SGCMM/sub-mouse-SGCMM_ses-20190328-sample-4_slice-20190328-slice-4_cell-20190328-sample-4_icephys.nwb,181,538,87573,4.96045197740113,80,65.58600657537744,177,9000899,14700.0,440.0,0
040d9a73-5aa8-4370-b01d-a5ab60daf9d3,001701,sub-AppleBottom/sub-AppleBottom_ses-AppleBottom-DY07-g1_behavior+ecephys.nwb,30,61,788,3.64,13,12.150399999999998,25,36337400,460.0,80.0,0
041aea0f-f128-4bdb-b385-ee9c77befd78,001169,sub-S034/sub-S034_ses-RWTautowait2-20220315-140923.nwb,32,117,3004,5.481481481481482,31,46.397805212620035,27,1340740,120.0,25.0,1
041c6e64-6bc0-43f5-aec8-7285652f52a1,000690,sub-714626/sub-714626_ses-1327655771_probe-0_ecephys.nwb,27,55,937,3.772727272727273,14,15.08471074380165,22,2038957268,700.0,60.0,0
0446bbc8-0365-46fc-b310-081e93c376ed,001550,sub-P055/sub-P055_ses-TaskSwitch4-171203a.nwb,35,112,2625,4.709677419354839,38,47.36732570239335,31,1122569,60.0,25.0,1
0453823a-cde3-49db-984d-5b5b6151528e,001169,sub-L014/sub-L014_ses-RWTautowait2-20220606-102340.nwb,32,117,3004,5.481481481481482,31,46.397805212620035,27,1510593,60.0,25.0,1
0456a2c1-5935-4790-8b3c-eb92be92a8fb,001550,sub-P055/sub-P055_ses-TaskSwitch4-180123a.nwb,35,112,2625,4.709677419354839,38,47.36732570239335,31,1367819,80.0,25.0,1
0464c78d-f6b6-4fee-bb3a-de5c5521bcc0,001169,sub-G076/sub-G076_ses-RWTautowait2-20221101-132350.nwb,32,117,3004,5.481481481481482,31,46.397805212620035,27,999176,60.0,25.0,1
04734099-8488-4a47-9f81-d65d1eb16b6a,001169,sub-G075/sub-G075_ses-RWTautowait2-20220719-140016.nwb,32,117,3004,5.481481481481482,31,46.397805212620035,27,1313674,60.0,25.0,1
047646a4-63d3-42f4-af3a-a45fa38702d6,000773,sub-ant4-m1-d11-y2023/sub-ant4-m1-d11-y2023_ses-m1-d11-y2023-ant4-0-03x-3-hexanone-40-t188-z155um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,640.0,160.0,0
04780829-483a-4738-ba4d-460002dc9152,000711,sub-485689/sub-485689_ses-20191125T084922_image.nwb,50,156,5473,4.478260869565218,24,34.72778827977316,46,196021111,420.0,25.0,1
0478cec1-6c3b-47a6-9065-213caa5c82d6,001550,sub-P100/sub-P100_ses-TaskSwitch4-181201a.nwb,35,112,2625,4.709677419354839,38,47.36732570239335,31,1400182,60.0,25.0,1
04804171-1fe7-499e-8876-6ff0853b5fec,000336,sub-655580/sub-655580_ses-1245510440-acq-1245934420-raw-movies_ophys.nwb,68,260,14699,5.403225806451613,30,41.30515088449531,62,19858147622,1340.0,25.0,1
048d9b37-d594-49ca-be1d-e51f3cadd246,001455,sub-914420066/sub-914420066_ses-920614862_icephys.nwb,120,452,42521,5.538461538461538,39,34.710059171597635,117,19292121,500.0,25.0,1
0494e2b3-94b1-4c37-a933-13bb2bce8942,000713,sub-577287/sub-577287_ses-20210812T094851_image.nwb,48,114,2391,3.6818181818181817,23,23.762396694214885,44,188170894,240.0,25.0,1
04975cfd-779a-44ab-96a5-95a44a95fd8c,000971,sub-272-396/sub-272-396_ses-FP-DPR-2020-07-17T12-55-28.nwb,25,51,641,3.5714285714285716,13,14.435374149659864,21,231992,100.0,60.0,0
04999264-5a61-47ff-a1dd-6c1b16fae5a7,000713,sub-585329/sub-585329_ses-20210907T104818_image.nwb,48,115,2402,3.7045454545454546,23,23.889979338842977,44,191396400,240.0,25.0,1
04a48632-2c0d-4750-814f-b0f90a18e1b6,001836,sub-julio/sub-julio_ses-julio-20230811_obj-1fc2c16_behavior.nwb,104,71,1614,2.6153846153846154,65,50.91800507185121,91,78103400,40.0,25.0,1
04aed0ba-fc35-4fbf-834d-d055e5df7379,001169,sub-J006/sub-J006_ses-RWTautowait2-20201204-123700.nwb,32,117,3004,5.481481481481482,31,46.397805212620035,27,1502162,80.0,25.0,1
04dc0b29-cecb-4c27-a967-07da9750ab5e,001425,sub-VG1-GC#48/sub-VG1-GC#48_ses-2023-09-12-sensory-stim-day16_widefield.nwb,62,129,3038,3.473684210526316,15,9.828254847645429,57,11109189440,6900.0,100.0,0
04e82ae7-fad9-4bb0-bdf5-11e03462123c,000467,sub-ant2-m4-d27-y2022/sub-ant2-m4-d27-y2022_ses-m4-d27-y2022-ant2-0-0075x-4-methyl-3-heptanone-40-t169-z115um_ophys.nwb,22,48,624,4.176470588235294,13,14.615916955017303,17,84086336,480.0,120.0,0
05129448-01e4-43c4-b3f6-e671138335f6,001620,sub-b519-8/sub-b519-8_ses-IBA1_ophys.nwb,24,49,608,3.8947368421052633,13,13.673130193905815,19,2408084,60.0,25.0,1
05270225-954a-433f-b2e0-a7c194f4c47b,000617,sub-688426/sub-688426_ses-1306568187-acq-1306743197_ophys.nwb,66,196,6715,4.344262295081967,17,20.75033593120128,61,639331381,1240.0,25.0,1
0531c2cd-b3f2-4919-bc20-88ce22f7a9c7,000711,sub-484627/sub-484627_ses-20191031T091109_obj-1hfeng5_image+ophys.nwb,78,229,9548,4.342465753424658,24,25.896415837868265,73,646657092,860.0,25.0,1
